TransactionID,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,risk_score,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9
3000112,3726695,38.63,H,10779,379,150,visa,279,credit,299,87,10,,yahoo.com,,0.092,3,3,4,1,4,1,3,4,2,1,3,3,4,2,-2,1,14,0,0,14,30,30,14,0,7,30,30,14,,T,T,T,T,T,T,T,T,T
3000113,3006464,238.55,S,11370,470,150,visa,270,debit,191,87,10,,aol.com,,0.046,4,4,1,3,3,2,1,2,3,3,1,3,3,3,-19,0,0,30,2,2,7,30,14,14,0,,1,1,2,T,T,T,T,T,T,T,F,T
3000114,10257393,322.96,C,16699,299,150,amex,299,debit,191,87,10,,yahoo.com,,0.042,2,3,3,1,2,3,1,3,4,2,4,2,1,3,85,,2,30,0,2,7,0,7,1,2,7,,2,1,T,T,T,T,T,T,T,T,T
3000115,4152101,315.56,W,4677,277,150,mastercard,277,debit,191,87,10,,aol.com,,0.261,1,4,4,1,1,3,1,1,3,4,1,1,3,1,41,,2,30,1,2,1,1,2,2,14,2,,7,30,T,T,T,T,T,T,T,F,T
3000116,3125402,25.8,S,6160,260,150,discover,260,debit,204,87,10,,yahoo.com,,0.083,2,1,4,1,1,4,1,1,4,4,2,4,3,3,-16,,1,30,,30,,14,0,,,7,14,1,0,T,T,T,T,T,T,T,T,T
3000117,1182914,137.95,H,16344,444,150,discover,244,debit,299,87,10,,yahoo.com,,0.024,1,4,1,3,4,4,2,3,3,2,1,4,1,3,-17,30,0,,2,14,7,7,14,7,1,14,1,14,1,T,T,T,T,T,T,T,T,T
3000118,2410259,183.84,H,12164,264,150,visa,264,credit,330,87,10,,aol.com,,0.011,2,3,4,1,1,4,3,4,1,1,2,2,1,2,-23,1,7,14,2,7,14,14,7,1,1,30,2,2,14,T,T,T,T,T,T,F,T,T
3000119,10252180,292.76,S,10979,579,150,amex,279,debit,204,87,10,,aol.com,,0.465,3,1,2,4,4,3,4,4,4,4,2,2,4,2,77,14,7,,2,,7,1,2,,30,1,1,0,0,T,T,T,T,T,T,F,T,T
3000120,4824358,331.63,H,17692,292,150,visa,292,credit,330,87,10,,yahoo.com,,0.036,3,1,4,1,2,3,4,1,1,2,4,1,3,1,37,14,,0,7,7,14,7,14,30,2,7,2,,2,T,T,T,T,T,T,T,T,T
3000121,5454014,68.19,R,10398,498,150,amex,298,debit,299,87,10,,aol.com,,0.336,4,2,1,3,1,2,2,4,4,4,2,4,2,2,44,30,,2,0,30,2,,,0,0,1,7,7,7,T,T,F,F,T,T,T,T,T
3000122,4284727,200.34,C,8656,256,150,discover,256,credit,191,87,10,,gmail.com,,0.248,3,3,3,1,3,4,4,2,2,3,2,3,1,1,47,0,0,7,0,14,0,30,7,2,1,30,2,2,1,T,T,T,T,T,T,F,T,T
3000123,7428922,235.11,C,13319,419,150,mastercard,219,debit,330,87,10,,hotmail.com,,0.4,3,1,4,4,3,1,3,3,2,4,1,4,2,4,79,30,7,0,1,14,,7,1,14,30,0,7,30,2,T,T,T,T,T,T,T,T,T
3000124,1771231,363.75,S,9730,330,150,discover,230,debit,204,87,10,,aol.com,,0.098,3,3,3,4,1,1,3,3,1,4,3,2,2,1,8,30,1,2,30,7,0,30,30,2,7,0,30,7,30,T,T,T,T,T,T,F,T,T
3000125,735465,319.36,S,12117,217,150,mastercard,217,debit,191,87,10,,aol.com,,0.208,2,1,3,1,4,2,1,1,1,4,2,1,2,4,-5,,,30,30,7,2,0,30,14,14,1,2,,,T,T,T,F,T,T,T,T,F
3000126,3723486,65.88,C,6683,283,150,visa,283,credit,191,87,10,,yahoo.com,,0.166,1,1,1,2,1,3,4,4,2,2,2,3,4,4,21,1,14,30,0,14,1,30,7,14,0,30,,,2,T,T,T,T,F,F,T,T,T
3000127,2175401,394.91,S,8721,321,150,visa,221,debit,299,87,10,,outlook.com,,0.315,3,3,2,4,3,3,4,1,1,1,2,2,1,4,-24,0,0,1,30,7,14,14,2,7,1,30,30,2,1,T,T,T,T,T,T,T,T,T
3000128,9906729,75.08,S,2780,380,150,mastercard,280,debit,191,87,10,,yahoo.com,,0.126,4,4,4,2,3,2,3,2,2,2,1,4,4,2,100,7,,7,2,0,30,7,30,,1,1,2,7,14,T,T,T,T,T,T,T,T,F
3000129,10183996,361.34,H,5881,481,150,mastercard,281,debit,204,87,10,,outlook.com,,0.119,3,3,2,1,1,4,3,2,4,1,4,4,2,4,84,,,2,30,7,30,30,0,,30,0,7,30,2,T,T,T,T,T,T,T,F,T
3000130,10156508,357.43,W,17866,466,150,visa,266,credit,191,87,10,,hotmail.com,,0.168,2,2,3,3,3,4,3,1,1,3,3,4,4,1,105,30,14,30,,14,2,7,14,2,,30,30,,0,T,F,T,T,T,T,T,T,T
3000131,1047308,168.46,W,16003,103,150,mastercard,203,credit,204,87,10,,yahoo.com,,0.281,3,4,4,1,3,2,1,1,2,3,4,3,3,4,-4,30,30,14,,14,7,7,2,14,1,,2,1,,T,T,T,T,T,T,T,T,T
3000132,9351317,81.28,W,6746,346,150,mastercard,246,credit,204,87,10,,hotmail.com,,0.423,1,1,4,4,2,4,3,2,1,3,3,4,3,2,107,14,30,7,2,30,0,30,7,0,1,30,14,0,2,T,T,T,T,T,T,T,T,T
3000133,5058044,55.14,S,8220,320,150,visa,220,credit,299,87,10,,hotmail.com,,0.312,4,2,4,3,4,3,1,3,3,3,3,4,1,2,21,7,30,7,,7,2,1,,30,7,30,7,1,,T,F,T,T,T,T,T,T,T
3000134,2372545,200.35,S,5706,306,150,mastercard,206,debit,330,87,10,,gmail.com,,0.208,2,4,3,4,1,3,3,4,4,2,1,1,2,3,26,30,,30,7,0,30,30,2,7,1,7,30,30,1,T,T,T,F,T,T,T,T,T
3000135,4214377,298.52,S,4918,518,150,visa,218,debit,204,87,10,,yahoo.com,,0.242,2,1,2,3,3,3,3,3,1,3,2,1,2,3,9,,7,7,2,1,0,1,1,14,1,,1,,14,T,T,T,T,T,T,T,T,T
3000136,4725957,368.09,W,4734,334,150,visa,234,debit,299,87,10,,gmail.com,,0.16,2,2,2,2,3,2,2,2,1,4,1,1,1,4,50,7,0,1,0,0,,30,14,14,0,7,0,2,0,T,T,T,T,T,T,T,T,T
3000137,8393448,317.3,C,1336,436,150,visa,236,debit,299,87,10,,hotmail.com,,0.221,1,2,2,3,2,1,1,2,4,3,2,4,1,2,89,2,7,7,1,14,1,7,0,,2,0,7,0,14,F,T,T,T,T,T,T,T,T
3000138,7900184,231.71,W,12837,437,150,discover,237,debit,204,87,10,,hotmail.com,,0.111,1,4,3,2,1,4,1,4,4,1,1,2,4,4,38,14,0,30,1,0,2,1,2,1,14,,7,0,1,T,T,T,T,T,T,T,T,T
3000139,3186673,245.59,H,17354,454,150,mastercard,254,debit,330,87,10,,outlook.com,,0.159,1,1,1,4,1,2,4,3,2,3,1,1,4,4,34,2,30,7,7,14,2,14,2,,,14,14,0,,T,T,T,T,T,T,T,T,T
3000140,4378997,139.53,H,4903,503,150,visa,203,credit,191,87,10,,outlook.com,,0.065,4,4,2,1,4,3,4,4,3,3,3,1,1,1,28,,2,2,,30,14,0,,30,2,7,0,7,2,F,T,T,T,T,T,T,T,T
3000141,7376011,114.09,W,2849,449,150,visa,249,credit,330,87,10,,gmail.com,,0.054,4,4,3,1,4,1,2,3,4,3,2,3,3,4,60,7,30,,,0,,,14,1,2,2,0,2,14,T,F,T,T,T,T,T,T,T
3000142,8024584,56.0,R,4013,113,150,amex,213,debit,330,87,10,,gmail.com,,0.021,4,4,3,4,2,1,2,4,2,4,3,4,1,2,34,7,1,1,1,30,30,,2,,7,7,2,,,T,T,T,T,F,T,T,T,T
3000143,1753154,30.53,H,4721,321,150,discover,221,debit,191,87,10,,outlook.com,,0.18,1,1,3,3,1,4,3,1,4,2,2,1,1,3,-27,0,1,14,0,,,2,2,,14,30,7,,30,T,F,T,T,T,T,T,T,T
3000144,6010713,285.85,W,17068,168,150,visa,268,debit,330,87,10,,aol.com,,0.051,2,3,4,3,3,1,2,4,4,1,4,3,3,1,67,,1,2,1,,1,7,30,2,,,30,7,,T,T,T,T,T,T,T,T,F
3000145,9222847,199.01,H,3624,224,150,mastercard,224,credit,204,87,10,,yahoo.com,,0.047,2,1,4,2,3,3,1,1,2,2,2,4,3,4,83,,30,1,2,1,30,14,,2,,2,1,0,7,T,T,T,T,T,T,T,F,F
3000146,657364,254.84,S,6529,129,150,visa,229,debit,330,87,10,,yahoo.com,,0.27,2,2,3,3,4,4,2,4,2,2,3,2,4,2,2,,1,0,2,2,1,14,7,1,2,14,30,30,7,F,T,T,F,T,T,T,T,T
3000147,648428,373.8,S,2925,525,150,discover,225,credit,204,87,10,,gmail.com,,0.04,4,2,1,3,4,2,3,1,3,1,2,4,3,3,-53,2,2,14,,,2,14,2,7,1,2,30,7,,T,T,T,T,T,T,T,T,T
3000148,1360868,35.5,R,15300,400,150,amex,200,debit,191,87,10,,outlook.com,,0.17,1,2,4,1,2,4,1,3,1,3,1,4,3,1,15,2,1,0,0,7,,30,30,7,7,30,2,14,30,T,T,T,T,F,T,T,T,T
3000149,7339174,381.34,S,2436,536,150,mastercard,236,credit,299,87,10,,yahoo.com,,0.062,1,1,2,2,4,4,3,2,1,3,4,4,3,2,79,30,0,,2,14,1,7,7,7,7,2,14,14,7,T,T,T,T,T,T,T,F,T
3000150,6850026,184.96,H,13066,166,150,discover,266,credit,204,87,10,,gmail.com,,0.323,1,4,3,2,2,3,2,4,3,1,1,1,1,4,72,0,7,30,30,14,,2,2,2,14,0,,14,0,T,T,T,T,T,T,T,T,F
3000151,2011082,340.31,R,16167,267,150,amex,267,debit,330,87,10,,aol.com,,0.27,4,1,1,4,1,1,2,4,4,4,4,3,3,4,-7,2,0,1,1,0,1,0,,0,30,1,,0,1,T,T,T,T,T,T,T,T,F
3000152,4920458,346.11,S,8922,522,150,discover,222,debit,299,87,10,,gmail.com,,0.185,2,3,4,1,3,1,1,4,4,4,3,1,4,4,20,14,14,30,14,30,,,7,1,30,0,14,0,7,T,T,T,F,T,T,T,T,T
3000153,3108974,178.51,R,3081,181,150,discover,281,debit,191,87,10,,outlook.com,,0.012,3,4,4,3,4,2,2,3,1,4,2,2,2,2,-8,7,0,,7,7,2,1,1,14,0,0,2,2,2,F,T,T,T,T,T,T,T,T
3000154,8772962,312.36,S,12151,251,150,visa,251,debit,330,87,10,,yahoo.com,,0.173,1,1,2,1,2,3,2,3,4,4,1,2,3,3,83,1,0,,1,7,7,,,0,1,,,7,2,T,T,T,F,F,T,T,T,T
3000155,3072815,291.78,C,3792,392,150,visa,292,credit,299,87,10,,aol.com,,0.004,2,1,1,1,3,3,4,2,4,1,4,1,2,1,15,30,,30,14,2,7,7,30,30,14,,2,30,30,T,T,T,T,T,T,T,T,T
3000156,9195071,362.08,S,1258,358,150,mastercard,258,credit,299,87,10,,outlook.com,,0.236,1,1,3,4,2,3,2,1,3,3,2,1,1,3,84,,,2,30,7,14,0,30,0,,2,2,30,14,T,T,T,T,T,T,T,T,T
3000157,7505473,275.52,C,10323,423,150,mastercard,223,credit,204,87,10,,hotmail.com,,0.118,2,4,1,3,4,4,3,4,4,4,4,4,2,2,84,1,7,30,7,1,30,14,,14,0,30,1,7,7,T,T,T,T,T,T,T,F,T
3000158,10210766,248.61,H,13102,202,150,discover,202,debit,204,87,10,,gmail.com,,0.008,3,3,2,2,4,1,1,3,1,1,4,4,3,4,90,,7,7,,30,,14,1,,1,14,30,7,,T,T,T,F,T,T,T,F,T
3000159,9633026,53.94,H,5881,481,150,amex,281,debit,299,87,10,,outlook.com,,0.031,1,2,1,2,4,1,1,2,1,3,2,2,4,1,56,14,14,2,7,14,0,7,,0,2,7,1,7,0,T,F,T,T,T,F,T,F,T
3000160,2863130,63.56,W,13517,117,150,visa,217,credit,299,87,10,,hotmail.com,,0.032,4,1,3,2,4,3,3,4,1,1,2,2,2,4,-7,,14,7,0,2,0,2,7,14,7,0,7,0,7,T,T,F,T,T,T,T,T,F
3000161,1033735,210.16,S,15613,213,150,visa,213,debit,299,87,10,,yahoo.com,,0.164,4,3,3,4,3,2,3,1,2,1,3,1,4,1,-37,1,30,14,2,7,1,14,14,,2,30,2,30,2,T,T,T,T,F,T,T,T,T
3000162,2806957,149.82,H,9946,546,150,discover,246,credit,330,87,10,,gmail.com,,0.085,1,1,1,4,1,3,4,3,4,2,1,1,4,3,-8,7,0,1,30,0,,2,30,30,2,1,0,,14,T,T,T,T,F,F,T,T,T
3000163,2656724,387.57,S,8246,346,150,mastercard,246,debit,299,87,10,,gmail.com,,0.286,2,1,2,3,2,3,2,1,3,4,1,4,1,3,27,,7,2,0,30,14,7,7,2,14,,0,30,1,T,T,T,T,T,T,T,T,T
3000164,6020433,140.17,H,14764,364,150,amex,264,debit,299,87,10,,hotmail.com,,0.182,1,1,4,4,1,3,3,2,1,4,2,3,1,3,66,,1,0,,14,14,7,,0,30,7,14,0,0,F,T,F,T,T,T,F,T,T
3000165,3550923,317.41,W,13366,466,150,visa,266,credit,330,87,10,,aol.com,,0.35,4,4,4,1,3,1,4,3,2,1,1,1,1,2,39,1,30,14,2,2,7,7,30,14,7,1,1,1,,T,F,T,T,T,T,F,T,T
3000166,6784144,130.6,W,11114,214,150,mastercard,214,credit,299,87,10,,gmail.com,,0.232,4,3,3,3,4,3,2,1,4,1,4,2,1,2,53,1,7,14,1,1,7,30,,,2,,30,7,1,T,T,T,F,T,T,T,T,F
3000167,522290,95.67,R,12793,393,150,visa,293,credit,299,87,10,,hotmail.com,,0.132,2,3,4,2,3,3,2,4,1,1,2,2,2,2,-28,7,30,2,2,14,7,30,1,0,,14,14,1,,T,T,T,T,T,F,T,T,T
3000168,3661197,40.24,R,5868,468,150,amex,268,credit,299,87,10,,aol.com,,0.232,4,2,3,3,4,4,4,3,4,1,2,2,2,4,-6,1,7,1,2,7,7,14,1,,2,2,14,0,1,T,T,T,F,T,T,F,T,T
3000169,4212413,140.47,C,14400,500,150,visa,200,debit,330,87,10,,gmail.com,,0.094,3,2,3,3,3,3,2,2,3,1,3,3,3,4,2,,14,,30,0,7,30,14,,1,,7,1,1,T,F,T,T,T,T,T,F,F
3000170,2659610,243.06,S,16546,146,150,mastercard,246,debit,191,87,10,,outlook.com,,0.201,3,1,4,3,3,2,4,4,4,3,3,1,1,2,6,2,14,30,,14,14,14,,7,7,1,7,0,14,T,F,T,T,T,T,T,T,F
3000171,9237484,205.67,H,2050,150,150,visa,250,debit,330,87,10,,yahoo.com,,0.168,4,4,1,4,2,2,2,3,4,4,2,3,2,4,77,1,0,1,7,0,,7,14,,1,14,2,14,7,T,T,F,F,T,T,T,T,T
3000172,8219941,129.41,H,2280,380,150,visa,280,credit,330,87,10,,hotmail.com,,0.192,1,2,2,3,3,1,2,4,4,1,3,1,1,3,71,7,1,2,1,14,0,7,0,0,30,30,30,30,7,T,T,T,T,T,T,T,T,T
3000173,9529480,170.74,C,14085,185,150,visa,285,debit,330,87,10,,outlook.com,,0.209,2,3,1,4,2,1,1,3,2,4,3,2,2,1,86,14,1,7,30,0,,30,,14,30,30,30,30,0,T,F,T,T,T,T,T,T,T
3000174,683207,21.77,H,15548,148,150,visa,248,debit,299,87,10,,yahoo.com,,0.154,2,1,4,1,3,3,2,2,4,4,1,2,2,1,-10,2,1,0,7,30,2,0,7,1,7,1,0,30,,T,T,F,T,T,T,T,T,T
3000175,527225,356.47,H,13090,190,150,mastercard,290,credit,204,87,10,,aol.com,,0.024,2,3,4,1,3,1,4,4,2,1,2,1,1,3,-7,30,7,,1,14,0,0,1,2,7,2,1,1,7,T,T,T,T,F,T,T,T,T
3000176,10359990,395.65,H,8800,400,150,amex,200,credit,330,87,10,,yahoo.com,,0.259,2,2,1,2,2,4,3,2,4,1,1,4,1,2,92,30,1,1,1,0,1,14,14,,,1,1,14,0,T,T,T,T,T,T,T,F,T
3000177,1926691,113.07,R,11206,306,150,mastercard,206,credit,191,87,10,,yahoo.com,,0.19,1,4,4,1,3,2,2,3,4,4,3,4,3,4,-24,14,7,0,2,1,30,7,1,1,1,0,0,,14,T,T,F,T,T,T,T,T,T
3000178,4547302,377.31,R,17103,203,150,amex,203,credit,191,87,10,,outlook.com,,0.231,4,3,1,4,4,2,2,4,1,3,1,2,3,4,-6,1,2,1,14,14,30,,1,0,0,,0,30,30,T,T,F,T,T,T,T,T,T
3000179,5813549,352.88,R,3632,232,150,mastercard,232,credit,191,87,10,,aol.com,,0.214,3,1,2,4,1,1,1,4,4,3,4,2,2,3,20,30,1,1,7,1,14,0,7,14,,1,1,1,0,T,T,T,T,F,T,T,T,T
3000180,4249942,125.17,R,3808,408,150,mastercard,208,debit,204,87,10,,aol.com,,0.259,4,3,4,4,3,4,3,3,3,3,2,3,4,4,48,0,2,,2,,0,0,7,,30,7,30,,1,T,T,T,F,T,T,T,T,F
3000181,7808576,160.0,H,10157,257,150,mastercard,257,credit,191,87,10,,yahoo.com,,0.02,4,1,3,4,4,1,4,3,2,2,1,2,4,1,80,,30,14,,7,1,7,0,7,30,14,1,1,1,F,T,T,T,T,T,T,T,T
3000182,1266602,397.48,W,3930,530,150,discover,230,debit,299,87,10,,hotmail.com,,0.031,3,2,1,3,4,4,4,2,2,3,1,3,1,1,14,2,30,14,1,30,0,14,2,1,,2,7,14,30,T,T,T,T,T,T,T,T,T
3000183,9468475,392.34,C,7221,321,150,mastercard,221,debit,299,87,10,,gmail.com,,0.102,3,3,1,3,4,2,4,3,4,1,3,2,2,2,108,30,0,,,1,,7,30,7,2,,30,,1,T,T,T,T,T,T,T,T,T
3000184,4814052,396.32,H,12056,156,150,visa,256,credit,191,87,10,,gmail.com,,0.254,4,2,2,4,4,3,2,2,2,2,1,3,1,2,18,7,30,,1,0,0,2,7,1,0,0,14,30,2,T,T,T,T,T,T,T,T,T
3000185,7051352,113.1,R,5868,468,150,visa,268,debit,299,87,10,,outlook.com,,0.239,1,1,1,4,2,1,4,3,1,2,4,4,4,3,46,1,0,2,0,30,,,14,1,7,,30,0,7,T,T,T,F,T,T,T,T,T
3000186,845613,338.11,S,17009,109,150,mastercard,209,debit,204,87,10,,yahoo.com,,0.232,1,3,1,1,1,3,3,2,4,1,2,3,1,3,3,14,7,1,14,7,30,2,14,2,14,14,14,1,30,T,T,T,T,T,T,T,T,T
3000187,2683214,91.47,C,2465,565,150,amex,265,credit,299,87,10,,aol.com,,0.08,2,2,1,3,2,3,2,4,2,3,4,4,1,2,14,2,0,14,0,30,14,7,0,2,30,0,2,2,,T,T,T,F,T,T,T,T,F
3000188,6630575,56.31,R,11045,145,150,discover,245,credit,330,87,10,,aol.com,,0.366,2,3,1,2,2,2,4,3,1,3,2,4,4,2,71,2,,7,14,2,2,7,14,30,,1,2,30,,T,F,F,T,T,T,T,T,T
3000189,8594591,341.19,C,14320,420,150,mastercard,220,credit,204,87,10,,yahoo.com,,0.118,4,1,4,1,2,1,4,3,2,1,4,2,2,2,84,2,,1,14,2,0,7,7,7,1,2,0,2,30,T,F,T,T,T,F,T,T,T
3000190,3322413,203.59,R,4862,462,150,discover,262,debit,299,87,10,,gmail.com,,0.114,3,1,4,3,3,3,1,1,3,2,4,3,1,1,24,7,1,0,14,14,1,7,0,7,0,1,,30,2,T,T,T,T,T,T,T,F,T
3000191,3417375,182.77,W,13265,365,150,amex,265,debit,191,87,10,,outlook.com,,0.241,2,2,4,3,1,4,4,4,2,3,4,4,2,1,12,,0,1,1,2,14,0,,30,1,0,30,,2,T,T,T,T,T,T,T,F,T
3000192,4901339,130.0,H,1263,363,150,mastercard,263,credit,204,87,10,,outlook.com,,0.35,1,2,2,2,2,1,2,4,1,3,2,2,4,1,26,1,0,,0,7,7,14,2,30,30,1,1,2,7,T,T,T,T,T,T,T,T,T
3000193,2078959,20.2,R,2558,158,150,mastercard,258,credit,191,87,10,,hotmail.com,,0.094,3,3,3,2,3,2,4,1,1,2,1,1,2,2,22,7,0,0,14,14,2,2,30,7,,1,14,30,1,T,F,T,T,T,T,F,F,T
3000194,5411719,219.03,S,3218,318,150,visa,218,debit,204,87,10,,yahoo.com,,0.061,4,4,4,4,3,2,2,1,2,2,1,4,3,3,53,1,2,30,2,14,0,1,1,0,14,1,2,0,30,T,T,T,F,T,T,T,T,T
3000195,10299028,122.77,C,10101,201,150,amex,201,credit,299,87,10,,aol.com,,0.193,1,1,3,2,3,2,3,1,1,4,3,2,4,2,96,2,1,14,30,,,,7,1,7,1,30,30,7,F,T,T,T,T,T,T,T,T
3000196,3477354,356.4,H,1689,289,150,visa,289,credit,299,87,10,,gmail.com,,0.017,4,1,1,1,1,2,2,1,3,2,1,1,1,3,25,30,0,1,1,7,,14,7,,1,2,2,7,1,T,T,T,T,T,T,T,T,F
3000197,115801,29.12,R,5647,247,150,amex,247,debit,299,87,10,,outlook.com,,0.089,3,1,1,2,2,4,3,2,4,2,3,3,3,1,-8,7,30,2,2,,30,,0,,0,,1,,30,T,T,T,T,T,T,T,T,F
3000198,5073909,329.57,W,13799,399,150,amex,299,debit,191,87,10,,hotmail.com,,0.18,2,4,4,4,4,2,4,1,4,2,1,2,3,1,6,,0,2,14,7,1,0,0,2,2,,,,,T,T,T,T,T,T,T,T,T
3000199,4237053,284.53,W,5688,288,150,mastercard,288,credit,204,87,10,,outlook.com,,0.114,2,3,4,4,3,4,1,3,1,2,1,1,2,2,22,7,,7,30,7,14,30,,2,14,14,2,30,1,T,T,F,T,F,F,T,T,T
3000200,1105154,163.47,C,9907,507,150,discover,207,credit,299,87,10,,outlook.com,,0.168,2,1,3,4,2,3,1,1,1,3,3,1,2,3,-5,14,0,0,1,14,0,,2,1,14,1,30,0,1,T,T,T,T,T,T,T,T,T
3000201,2201218,305.7,W,17391,491,150,mastercard,291,debit,330,87,10,,outlook.com,,0.101,4,1,1,2,2,2,2,3,4,2,3,3,3,4,-26,30,,30,7,1,1,14,14,0,1,14,30,7,0,T,T,T,T,F,T,T,T,F
3000202,3986095,47.03,H,12905,505,150,discover,205,debit,330,87,10,,outlook.com,,0.17,4,3,3,3,1,4,4,3,1,1,2,1,2,1,17,7,1,14,7,,0,1,7,,7,30,0,2,7,T,T,T,T,T,T,T,T,T
3000203,1220848,88.5,H,16232,332,150,discover,232,debit,191,87,10,,yahoo.com,,0.386,2,3,1,4,1,3,4,4,2,1,2,1,4,3,-19,30,1,0,1,0,2,7,0,2,,30,7,,7,T,F,T,T,T,T,F,T,T
3000204,5419124,223.49,C,14733,333,150,amex,233,debit,191,87,10,,hotmail.com,,0.341,2,4,2,4,3,1,4,3,1,4,2,4,1,1,26,30,1,7,30,14,,1,14,7,1,2,1,1,30,T,T,T,T,T,T,T,T,T
3000205,9119683,26.15,W,13132,232,150,mastercard,232,credit,191,87,10,,outlook.com,,0.263,4,3,4,3,1,1,1,1,1,4,1,4,1,4,93,14,,0,30,2,,7,1,1,,7,14,7,0,T,T,T,T,T,T,T,T,T
3000206,3948810,176.92,H,5077,177,150,discover,277,debit,204,87,10,,hotmail.com,,0.064,1,1,2,3,3,3,2,4,2,4,2,4,1,4,13,30,7,30,1,7,2,14,1,7,1,0,30,,1,T,T,T,T,T,T,T,T,F
3000207,4839912,258.98,S,1840,440,150,mastercard,240,credit,204,87,10,,aol.com,,0.126,3,1,3,1,2,1,1,1,4,1,1,2,3,3,25,0,0,7,,2,,1,7,0,7,,0,7,0,T,T,T,T,T,T,T,T,T
3000208,2387838,162.6,R,3500,100,150,visa,200,debit,191,87,10,,yahoo.com,,0.134,3,1,2,1,1,2,2,3,1,2,1,3,2,2,-20,30,30,1,2,2,7,1,0,2,30,14,30,2,7,T,F,T,T,T,F,T,T,T
3000209,5754821,370.49,R,15288,388,150,amex,288,debit,191,87,10,,gmail.com,,0.15,4,4,2,3,3,1,4,2,1,3,4,3,3,4,57,0,1,,2,7,,1,2,1,0,1,30,2,2,T,T,T,T,T,T,T,T,T
3000210,214558,281.55,R,5007,107,150,visa,207,credit,299,87,10,,outlook.com,,0.23,4,3,3,2,2,1,4,4,1,3,4,1,1,4,-56,14,2,14,7,1,14,0,2,0,30,,,14,0,T,T,T,F,T,T,T,T,T
3000211,9383997,34.06,R,5294,394,150,visa,294,credit,204,87,10,,gmail.com,,0.006,3,4,4,1,3,1,1,2,1,1,2,1,3,4,106,1,0,1,30,,2,,14,0,30,,0,2,,T,T,T,T,T,T,F,T,T
3000212,1510655,347.52,S,4928,528,150,amex,228,debit,191,87,10,,outlook.com,,0.119,3,2,2,1,1,4,1,2,1,2,4,4,2,4,8,2,1,,14,,14,14,,2,,2,30,7,30,T,T,T,T,T,T,T,T,F
3000213,10212247,103.14,S,4462,562,150,mastercard,262,debit,299,87,10,,outlook.com,,0.064,4,2,3,1,4,4,3,3,1,1,3,4,2,2,106,14,7,14,2,0,7,2,2,0,0,30,7,30,7,T,T,T,T,T,T,T,T,T
3000214,2065063,124.85,S,14195,295,150,visa,295,credit,191,87,10,,aol.com,,0.396,2,4,4,4,1,2,3,4,2,2,2,3,3,3,-20,0,0,1,14,30,14,7,30,2,,30,1,1,2,T,T,T,T,T,F,F,T,F
3000215,9773289,84.88,R,9645,245,150,mastercard,245,debit,191,87,10,,aol.com,,0.151,1,3,3,4,4,3,3,4,3,3,4,1,3,3,73,2,14,,30,,,,14,7,0,2,30,14,30,F,T,T,F,F,T,T,T,T
3000216,2209516,262.72,R,3925,525,150,amex,225,debit,191,87,10,,aol.com,,0.133,4,4,3,3,1,1,4,2,4,2,3,2,3,4,25,0,,2,0,7,0,1,2,,14,0,0,7,2,T,T,T,T,T,T,T,T,T
3000217,637755,72.33,S,1021,121,150,discover,221,credit,299,87,10,,gmail.com,,0.302,4,1,3,3,3,2,4,3,2,2,3,2,4,2,-26,2,0,2,14,30,7,14,1,7,,,7,0,1,T,T,T,T,T,T,F,T,T
3000218,5662865,197.98,H,11264,364,150,amex,264,debit,191,87,10,,outlook.com,,0.005,3,1,4,2,4,1,4,4,1,1,1,3,1,3,18,0,,2,14,7,30,2,,0,0,30,14,30,14,T,T,T,F,T,F,T,T,T
3000219,5807694,233.58,C,7719,319,150,mastercard,219,debit,330,87,10,,hotmail.com,,0.214,1,4,1,4,4,1,1,3,4,4,2,2,3,4,35,30,14,0,7,1,30,0,1,1,,30,30,1,1,T,T,T,T,T,F,T,T,T
3000220,5333375,130.21,W,7565,165,150,visa,265,credit,191,87,10,,hotmail.com,,0.137,1,4,1,3,2,4,4,3,1,2,3,2,3,4,44,0,1,30,1,2,30,30,14,2,7,30,,,1,T,T,T,F,T,T,F,T,T
3000221,10333233,45.92,H,10926,526,150,visa,226,debit,299,87,10,,aol.com,,0.223,1,2,2,1,1,4,4,3,2,2,1,2,4,4,118,0,14,2,0,0,,30,0,7,,2,14,30,,T,T,T,T,T,T,T,T,T
3000222,1268518,163.5,S,11523,123,150,visa,223,debit,299,87,10,,yahoo.com,,0.033,1,2,1,3,4,1,3,2,4,2,2,4,3,3,-36,14,,1,,0,7,7,30,7,,0,14,0,1,T,T,T,T,T,T,T,T,T
3000223,1447767,107.62,C,4306,406,150,amex,206,credit,330,87,10,,hotmail.com,,0.064,1,1,4,3,1,1,3,4,3,2,3,1,2,2,-32,,30,2,,30,0,1,7,0,,14,14,30,,T,T,T,T,T,T,T,T,T
3000224,918557,247.3,S,12332,432,150,mastercard,232,debit,204,87,10,,aol.com,,0.086,1,1,2,4,1,4,1,4,4,2,4,4,2,1,-16,0,14,2,2,1,2,7,0,1,1,0,14,0,1,T,T,T,F,T,T,T,T,T
